state,district,flood_probability,risk_level,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_30d,rainfall_ml_probability,weather_probability,satellite_probability,final_flood_probability,alert,alert_priority,prediction_confidence,risk_evidence,alert_message
Karnataka,Hassan,0.4764793520507304,MEDIUM,105.265,199.51,252.5150000000002,3374.87995798,0.476479,0.0,0.0,0.476479,False,3,MEDIUM,moderate rainfall ML signal (47.6%),"Moderate flood risk detected in Hassan, Karnataka. Probability: 47.6%."
Maharashtra,Nagpur,0.474233666198097,MEDIUM,3.4549997,177.6549916999991,552.469990700001,16719.474940599997,0.474234,0.0,0.0,0.474234,False,3,MEDIUM,moderate rainfall ML signal (47.4%),"Moderate flood risk detected in Nagpur, Maharashtra. Probability: 47.4%."
Maharashtra,Osmanabad,0.4736152651900914,MEDIUM,560.74,989.0649999999996,1322.84499997,2506.55999947,0.473615,0.0,0.0,0.473615,False,3,MEDIUM,moderate rainfall ML signal (47.4%),"Moderate flood risk detected in Osmanabad, Maharashtra. Probability: 47.4%."
Maharashtra,Garhchiroli,0.4687581659022373,MEDIUM,387.755,1052.4099899999987,1580.264990000001,12322.324983,0.468758,0.0,0.0,0.468758,False,3,MEDIUM,moderate rainfall ML signal (46.9%),"Moderate flood risk detected in Garhchiroli, Maharashtra. Probability: 46.9%."
Bihar,Araria,0.4670200467585577,MEDIUM,3.61,148.19499299999978,245.59999300000013,4150.4199901,0.46702,0.0,0.0,0.46702,False,3,MEDIUM,moderate rainfall ML signal (46.7%),"Moderate flood risk detected in Araria, Bihar. Probability: 46.7%."
Karnataka,Haveri,0.4665140667132718,MEDIUM,90.13,304.56499999999954,377.294999,4028.189787,0.466514,0.0,0.0,0.466514,False,3,MEDIUM,moderate rainfall ML signal (46.7%),"Moderate flood risk detected in Haveri, Karnataka. Probability: 46.7%."
Andhra Pradesh,Vizianagaram,0.4642283434112075,MEDIUM,813.07,1460.0699999999997,1989.44,10288.204963,0.464228,0.0,0.0,0.464228,False,3,MEDIUM,moderate rainfall ML signal (46.4%),"Moderate flood risk detected in Vizianagaram, Andhra Pradesh. Probability: 46.4%."
Karnataka,Dakshin Kannad,0.4623476166864897,MEDIUM,64.43,189.74499000000023,233.294989,3065.68998303,0.462348,0.0,0.0,0.462348,False,3,MEDIUM,moderate rainfall ML signal (46.2%),"Moderate flood risk detected in Dakshin Kannad, Karnataka. Probability: 46.2%."
Madhya Pradesh,Indore,0.461211261652693,MEDIUM,280.055,2198.9750000000004,2395.814998,10558.494844,0.461211,0.0,0.0,0.461211,False,3,MEDIUM,moderate rainfall ML signal (46.1%),"Moderate flood risk detected in Indore, Madhya Pradesh. Probability: 46.1%."
Chhattisgarh,Durg,0.454379986837392,MEDIUM,29.220001,255.0749910000009,537.5399810000009,11083.089674,0.45438,0.0,0.0,0.45438,False,3,MEDIUM,moderate rainfall ML signal (45.4%),"Moderate flood risk detected in Durg, Chhattisgarh. Probability: 45.4%."
Uttar Pradesh,Pilibhit,0.4537393639255325,MEDIUM,14.924999,242.1849949999998,332.81999396999976,4493.614952970001,0.453739,0.0,0.0,0.453739,False,3,MEDIUM,moderate rainfall ML signal (45.4%),"Moderate flood risk detected in Pilibhit, Uttar Pradesh. Probability: 45.4%."
Assam,Dhuburi,0.4514499777472277,MEDIUM,8.305,169.94998999999976,237.4649870000002,3064.0199358,0.45145,0.0,0.0,0.45145,False,3,MEDIUM,moderate rainfall ML signal (45.1%),"Moderate flood risk detected in Dhuburi, Assam. Probability: 45.1%."
Andhra Pradesh,Nellore,0.4498183156941778,MEDIUM,186.37001,430.66500500000046,1190.9100008000005,8070.4999911,0.449818,0.0,0.0,0.449818,False,3,MEDIUM,moderate rainfall ML signal (45.0%),"Moderate flood risk detected in Nellore, Andhra Pradesh. Probability: 45.0%."
Tamil Nadu,Dharmapuri,0.4447775589330955,MEDIUM,200.775,340.0349980000012,1505.2049677999998,4292.1149548,0.444778,0.0,0.0,0.444778,False,3,MEDIUM,moderate rainfall ML signal (44.5%),"Moderate flood risk detected in Dharmapuri, Tamil Nadu. Probability: 44.5%."
Maharashtra,Nandurbar,0.4432108536288118,MEDIUM,11.320001,226.7100029999996,475.4850136,9737.55000389,0.443211,0.0,0.0,0.443211,False,3,MEDIUM,moderate rainfall ML signal (44.3%),"Moderate flood risk detected in Nandurbar, Maharashtra. Probability: 44.3%."
Andhra Pradesh,Mahbubnagar,0.4403677624563256,MEDIUM,424.69998,1339.6049799999992,2493.24498,19963.834781,0.440368,0.0,0.0,0.440368,False,3,MEDIUM,moderate rainfall ML signal (44.0%),"Moderate flood risk detected in Mahbubnagar, Andhra Pradesh. Probability: 44.0%."
Madhya Pradesh,Sidhi,0.4398830628826142,MEDIUM,301.19498,5029.08998,5441.879979999999,27225.79452,0.439883,0.0,0.0,0.439883,False,3,MEDIUM,moderate rainfall ML signal (44.0%),"Moderate flood risk detected in Sidhi, Madhya Pradesh. Probability: 44.0%."
Tamil Nadu,Coimbatore,0.4393658092652675,MEDIUM,105.534996,171.31999549999955,371.0649855,3646.4699515,0.439366,0.0,0.0,0.439366,False,3,MEDIUM,moderate rainfall ML signal (43.9%),"Moderate flood risk detected in Coimbatore, Tamil Nadu. Probability: 43.9%."
Maharashtra,Pune,0.4309639453525246,MEDIUM,1346.4349,4063.9999,4683.979874999999,13341.999726,0.430964,0.0,0.0,0.430964,False,3,MEDIUM,moderate rainfall ML signal (43.1%),"Moderate flood risk detected in Pune, Maharashtra. Probability: 43.1%."
Chhattisgarh,Raj Nandgaon,0.4307979020324214,MEDIUM,129.51999,496.2999900000002,864.65498,10216.559584,0.430798,0.0,0.0,0.430798,False,3,MEDIUM,moderate rainfall ML signal (43.1%),"Moderate flood risk detected in Raj Nandgaon, Chhattisgarh. Probability: 43.1%."
Andhra Pradesh,West Godavari,0.4250442325458822,MEDIUM,26.025,304.284995,1020.705035,9116.1297959,0.425044,0.0,0.0,0.425044,False,3,MEDIUM,moderate rainfall ML signal (42.5%),"Moderate flood risk detected in West Godavari, Andhra Pradesh. Probability: 42.5%."
Chhattisgarh,Dhamtari,0.4242091568494411,MEDIUM,198.83,677.8999800000007,907.0749839999994,9356.134955,0.424209,0.0,0.0,0.424209,False,3,MEDIUM,moderate rainfall ML signal (42.4%),"Moderate flood risk detected in Dhamtari, Chhattisgarh. Probability: 42.4%."
Uttaranchal,Dehra Dun,0.4233841675941352,MEDIUM,32.375,422.2400200000002,517.120016,3241.294929,0.423384,0.0,0.0,0.423384,False,3,MEDIUM,moderate rainfall ML signal (42.3%),"Moderate flood risk detected in Dehra Dun, Uttaranchal. Probability: 42.3%."
Maharashtra,Aurangabad,0.4232181861395092,MEDIUM,116.30499,254.2199900000003,450.4149897,2150.349943,0.423218,0.0,0.0,0.423218,False,3,MEDIUM,moderate rainfall ML signal (42.3%),"Moderate flood risk detected in Aurangabad, Maharashtra. Probability: 42.3%."
Rajasthan,Chittaurgarh,0.4203367037314047,MEDIUM,108.35,3694.8649999999993,4132.909996999999,23654.129637,0.420337,0.0,0.0,0.420337,False,3,MEDIUM,moderate rainfall ML signal (42.0%),"Moderate flood risk detected in Chittaurgarh, Rajasthan. Probability: 42.0%."
Andhra Pradesh,Cuddapah,0.420218794020449,MEDIUM,200.325,539.944995000001,1411.769945,9290.789815,0.420219,0.0,0.0,0.420219,False,3,MEDIUM,moderate rainfall ML signal (42.0%),"Moderate flood risk detected in Cuddapah, Andhra Pradesh. Probability: 42.0%."
Rajasthan,Udaipur,0.4186442538541438,MEDIUM,304.805,2413.2998,2624.5148,11322.239473,0.418644,0.0,0.0,0.418644,False,3,MEDIUM,moderate rainfall ML signal (41.9%),"Moderate flood risk detected in Udaipur, Rajasthan. Probability: 41.9%."
Chhattisgarh,Raipur,0.4166820517516181,MEDIUM,167.06999,585.2899899999989,918.2149816,9167.5499365,0.416682,0.0,0.0,0.416682,False,3,MEDIUM,moderate rainfall ML signal (41.7%),"Moderate flood risk detected in Raipur, Chhattisgarh. Probability: 41.7%."
Madhya Pradesh,Dewas,0.4166072013153002,MEDIUM,269.16,2757.6900000000005,3051.54999,19774.024780000003,0.416607,0.0,0.0,0.416607,False,3,MEDIUM,moderate rainfall ML signal (41.7%),"Moderate flood risk detected in Dewas, Madhya Pradesh. Probability: 41.7%."
Madhya Pradesh,Mandla,0.415848823774692,MEDIUM,183.06,1997.4999,2194.024903,17110.689469,0.415849,0.0,0.0,0.415849,False,3,MEDIUM,moderate rainfall ML signal (41.6%),"Moderate flood risk detected in Mandla, Madhya Pradesh. Probability: 41.6%."
Delhi,Delhi,0.4153802981507114,MEDIUM,11.289999,74.38999999999955,165.6049899999998,3107.86484717,0.41538,0.0,0.0,0.41538,False,3,MEDIUM,moderate rainfall ML signal (41.5%),"Moderate flood risk detected in Delhi, Delhi. Probability: 41.5%."
Maharashtra,Solapur,0.4144575969748849,MEDIUM,0.285,8.74499994999983,586.6549999500002,2666.88498723,0.414458,0.0,0.0,0.414458,False,3,MEDIUM,moderate rainfall ML signal (41.4%),"Moderate flood risk detected in Solapur, Maharashtra. Probability: 41.4%."
Madhya Pradesh,Sehore,0.4112540532977402,MEDIUM,36.15,1294.7699999999982,1557.234999,15131.739748,0.411254,0.0,0.0,0.411254,False,3,MEDIUM,moderate rainfall ML signal (41.1%),"Moderate flood risk detected in Sehore, Madhya Pradesh. Probability: 41.1%."
Rajasthan,Jalor,0.4086625535824937,MEDIUM,272.34,3475.4799000000007,3975.964899000001,23170.224429,0.408663,0.0,0.0,0.408663,False,3,MEDIUM,moderate rainfall ML signal (40.9%),"Moderate flood risk detected in Jalor, Rajasthan. Probability: 40.9%."
Orissa,Puri,0.4034248908130049,MEDIUM,516.49,1047.349998,1167.979998,3091.799982,0.403425,0.0,0.0,0.403425,False,3,MEDIUM,moderate rainfall ML signal (40.3%),"Moderate flood risk detected in Puri, Orissa. Probability: 40.3%."
Orissa,Jajpur,0.4017901772317163,MEDIUM,0.0,0.93999994,217.21498993999973,3087.18984594,0.40179,0.0,0.0,0.40179,False,3,MEDIUM,moderate rainfall ML signal (40.2%),"Moderate flood risk detected in Jajpur, Orissa. Probability: 40.2%."
Madhya Pradesh,Narsinghpur,0.4010274237178137,MEDIUM,20.499998,322.2999879999991,410.70998696,11866.38969176,0.401027,0.0,0.0,0.401027,False,3,MEDIUM,moderate rainfall ML signal (40.1%),"Moderate flood risk detected in Narsinghpur, Madhya Pradesh. Probability: 40.1%."
Assam,Lakhimpur,0.3966175336249114,MEDIUM,177.925,310.15000800000047,335.2200069999999,3086.8349898,0.396618,0.0,0.0,0.396618,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Lakhimpur, Assam. Probability: 39.7%."
Punjab,Moga,0.3943820033925505,MEDIUM,12.094999,433.6199890000003,507.6249889999999,2969.2199498,0.394382,0.0,0.0,0.394382,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Moga, Punjab. Probability: 39.4%."
Maharashtra,Greater Bombay,0.393480393767636,MEDIUM,3.82,174.11500999999976,214.0300119,2319.0700222,0.39348,0.0,0.0,0.39348,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Greater Bombay, Maharashtra. Probability: 39.3%."
Rajasthan,Sawai Madhopur,0.3914987581326807,MEDIUM,58.355,289.8149799999998,335.19498,2643.0299125,0.391499,0.0,0.0,0.391499,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Sawai Madhopur, Rajasthan. Probability: 39.1%."
Gujarat,Bharuch,0.3896626628584823,MEDIUM,0.0,0.0849999999995452,284.5599998,4088.4948693,0.389663,0.0,0.0,0.389663,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Bharuch, Gujarat. Probability: 39.0%."
Jharkhand,Hazaribag,0.3885979276112257,MEDIUM,146.39,2516.7098400000004,2718.6448340000006,14012.134639,0.388598,0.0,0.0,0.388598,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Hazaribag, Jharkhand. Probability: 38.9%."
Rajasthan,Baran,0.3885964775063135,MEDIUM,92.034996,2157.400095999999,2372.180086000001,12785.81986,0.388596,0.0,0.0,0.388596,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Baran, Rajasthan. Probability: 38.9%."
Andhra Pradesh,Nizamabad,0.3867337325688484,MEDIUM,923.41003,2996.83003,3528.235032,10271.779903,0.386734,0.0,0.0,0.386734,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Nizamabad, Andhra Pradesh. Probability: 38.7%."
Punjab,Sangrur,0.3861401592425036,MEDIUM,57.125,551.6399999999996,709.514999,3538.629996,0.38614,0.0,0.0,0.38614,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Sangrur, Punjab. Probability: 38.6%."
Punjab,Faridkot,0.3852560834074079,MEDIUM,18.88,298.00000000000006,352.06500099500005,2374.769976795,0.385256,0.0,0.0,0.385256,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Faridkot, Punjab. Probability: 38.5%."
West Bengal,Birbhum,0.3833433613302958,MEDIUM,305.125,2450.85487,2606.0048693,12340.4798013,0.383343,0.0,0.0,0.383343,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Birbhum, West Bengal. Probability: 38.3%."
Chhattisgarh,Jashpur,0.3810077016021878,MEDIUM,10.929999,194.2650089999973,257.7250080999996,9229.36978074,0.381008,0.0,0.0,0.381008,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Jashpur, Chhattisgarh. Probability: 38.1%."
Assam,Tinsukia,0.3799099502648049,MEDIUM,11.62,226.3099949999994,275.53499399999976,4530.7599148,0.37991,0.0,0.0,0.37991,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Tinsukia, Assam. Probability: 38.0%."
Gujarat,Kheda,0.3713317909402721,MEDIUM,343.00998,2273.994939999999,2538.1449300000004,12133.9796937,0.371332,0.0,0.0,0.371332,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Kheda, Gujarat. Probability: 37.1%."
Karnataka,Bangalore Rural,0.3704596471174887,MEDIUM,103.380005,241.95999899999973,399.91499400000026,2135.13498895,0.37046,0.0,0.0,0.37046,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Bangalore Rural, Karnataka. Probability: 37.0%."
Orissa,Ganjam,0.3696054277023046,MEDIUM,472.305,849.2999799999996,947.4749750999996,2244.7199626,0.369605,0.0,0.0,0.369605,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Ganjam, Orissa. Probability: 37.0%."
Tamil Nadu,Dindigul,0.3646127552865396,MEDIUM,334.63498,416.89497999999935,813.8549699000002,2521.21495495,0.364613,0.0,0.0,0.364613,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Dindigul, Tamil Nadu. Probability: 36.5%."
Punjab,Fatehgarh Sahib,0.3611844446282526,MEDIUM,19.384998,251.1799920000001,297.64999199999977,2120.839937,0.361184,0.0,0.0,0.361184,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Fatehgarh Sahib, Punjab. Probability: 36.1%."
Maharashtra,Thane,0.3556023906038101,MEDIUM,0.53499997,52.40499796999864,437.71999797000086,10001.08992798,0.355602,0.0,0.0,0.355602,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Thane, Maharashtra. Probability: 35.6%."
Gujarat,Surendranagar,0.3537932676114789,MEDIUM,376.65497,3081.969870000001,3500.12486,17677.969759,0.353793,0.0,0.0,0.353793,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Surendranagar, Gujarat. Probability: 35.4%."
Himachal Pradesh,Chamba,0.3506883685286817,MEDIUM,1.5799999,99.66499489999975,307.71000380000004,4882.244834700001,0.350688,0.0,0.0,0.350688,False,3,MEDIUM,limited flood evidence,"Moderate flood risk detected in Chamba, Himachal Pradesh. Probability: 35.1%."
Jharkhand,Simdega,0.3485607079355526,LOW,0.095,157.78001,233.9500049,10740.0748089,0.348561,0.0,0.0,0.348561,False,4,MEDIUM,limited flood evidence,"Low flood risk in Simdega, Jharkhand. Probability: 34.9%."
Maharashtra,Latur,0.3472836295275893,LOW,1047.76,2722.77487,3260.6798700000004,5327.5898247000005,0.347284,0.0,0.0,0.347284,False,4,MEDIUM,limited flood evidence,"Low flood risk in Latur, Maharashtra. Probability: 34.7%."
Orissa,Sundargarh,0.3434384781676811,LOW,755.91,4543.950000000003,4912.534995,24037.834834,0.343438,0.0,0.0,0.343438,False,4,MEDIUM,limited flood evidence,"Low flood risk in Sundargarh, Orissa. Probability: 34.3%."
Madhya Pradesh,Mandsaur,0.3414279829426882,LOW,51.909996,330.689966,344.2499656999998,2243.91490745,0.341428,0.0,0.0,0.341428,False,4,MEDIUM,limited flood evidence,"Low flood risk in Mandsaur, Madhya Pradesh. Probability: 34.1%."
Assam,Kamrup,0.33784915373128,LOW,0.0,89.83499960000069,164.93999659900047,3821.659998379,0.337849,0.0,0.0,0.337849,False,4,MEDIUM,limited flood evidence,"Low flood risk in Kamrup, Assam. Probability: 33.8%."
Uttar Pradesh,Moradabad,0.3370267427741157,LOW,5.125,76.239998,171.584998,3465.01486409,0.337027,0.0,0.0,0.337027,False,4,MEDIUM,limited flood evidence,"Low flood risk in Moradabad, Uttar Pradesh. Probability: 33.7%."
Orissa,Koraput,0.335330939195425,LOW,5.245,275.774995,945.894995,12505.5048971,0.335331,0.0,0.0,0.335331,False,4,MEDIUM,limited flood evidence,"Low flood risk in Koraput, Orissa. Probability: 33.5%."
Maharashtra,Bid,0.3333790165847535,LOW,1135.2999,4886.124859999998,5672.72486,23402.694792999995,0.333379,0.0,0.0,0.333379,False,4,MEDIUM,limited flood evidence,"Low flood risk in Bid, Maharashtra. Probability: 33.3%."
Gujarat,Sabar Kantha,0.3332398021188791,LOW,0.0,31.185000000000457,97.1149979999991,6332.284964604,0.33324,0.0,0.0,0.33324,False,4,MEDIUM,limited flood evidence,"Low flood risk in Sabar Kantha, Gujarat. Probability: 33.3%."
Orissa,Cuttack,0.3270842578670316,LOW,29.169998,148.3949930000009,276.9899929980009,9116.629946938,0.327084,0.0,0.0,0.327084,False,4,MEDIUM,limited flood evidence,"Low flood risk in Cuttack, Orissa. Probability: 32.7%."
Chhattisgarh,Bastar,0.3230531138809108,LOW,79.89,118.49000199999888,421.934987,5738.3297966,0.323053,0.0,0.0,0.323053,False,4,MEDIUM,limited flood evidence,"Low flood risk in Bastar, Chhattisgarh. Probability: 32.3%."
Karnataka,Belgaum,0.3207146731296431,LOW,243.84999,411.6949900000005,1157.0049899,3366.1399539,0.320715,0.0,0.0,0.320715,False,4,MEDIUM,limited flood evidence,"Low flood risk in Belgaum, Karnataka. Probability: 32.1%."
Bihar,Vaishali,0.319936473604654,LOW,104.59,311.7249999999999,320.1849997000003,1997.6049448,0.319936,0.0,0.0,0.319936,False,4,MEDIUM,limited flood evidence,"Low flood risk in Vaishali, Bihar. Probability: 32.0%."
Madhya Pradesh,Hoshangabad,0.3181304415729805,LOW,415.22998,3013.44498,3292.564978,19445.219553000003,0.31813,0.0,0.0,0.31813,False,4,MEDIUM,limited flood evidence,"Low flood risk in Hoshangabad, Madhya Pradesh. Probability: 31.8%."
Jharkhand,Giridih,0.3170188682825959,LOW,46.414997,2394.934797,2594.6497965,12714.879473200002,0.317019,0.0,0.0,0.317019,False,4,MEDIUM,limited flood evidence,"Low flood risk in Giridih, Jharkhand. Probability: 31.7%."
Madhya Pradesh,Betul,0.3148634716727667,LOW,37.36,122.06500000000024,236.7049966,1539.9399558,0.314863,0.0,0.0,0.314863,False,4,MEDIUM,limited flood evidence,"Low flood risk in Betul, Madhya Pradesh. Probability: 31.5%."
Maharashtra,Parbhani,0.3147363455854812,LOW,0.32,150.694995,435.7649849999995,8860.969730980001,0.314736,0.0,0.0,0.314736,False,4,MEDIUM,limited flood evidence,"Low flood risk in Parbhani, Maharashtra. Probability: 31.5%."
Orissa,Sambalpur,0.3130798351102333,LOW,73.05499,270.2399889999996,331.7199900000003,1841.9699643,0.31308,0.0,0.0,0.31308,False,4,MEDIUM,limited flood evidence,"Low flood risk in Sambalpur, Orissa. Probability: 31.3%."
Orissa,Khordha,0.3100574621484012,LOW,209.85999,846.68498,1090.0399801,3865.0399525,0.310057,0.0,0.0,0.310057,False,4,MEDIUM,limited flood evidence,"Low flood risk in Khordha, Orissa. Probability: 31.0%."
Jharkhand,Palamu,0.3023925863554048,LOW,182.97499,2507.81989,2704.359893,13520.684593,0.302393,0.0,0.0,0.302393,False,4,MEDIUM,limited flood evidence,"Low flood risk in Palamu, Jharkhand. Probability: 30.2%."
Orissa,Sonepur,0.3019429810346588,LOW,0.0,1.05,167.52999993000023,3681.394929604,0.301943,0.0,0.0,0.301943,False,4,MEDIUM,limited flood evidence,"Low flood risk in Sonepur, Orissa. Probability: 30.2%."
Madhya Pradesh,Seoni,0.3003666075387538,LOW,302.295,2364.445,2603.68,17622.089551999998,0.300367,0.0,0.0,0.300367,False,4,MEDIUM,limited flood evidence,"Low flood risk in Seoni, Madhya Pradesh. Probability: 30.0%."
Orissa,Baleshwar,0.2961273720182337,LOW,71.27,224.054997,296.7699965999999,2071.8599208,0.296127,0.0,0.0,0.296127,False,4,MEDIUM,limited flood evidence,"Low flood risk in Baleshwar, Orissa. Probability: 29.6%."
Chhattisgarh,Bilaspur,0.2937143167294539,LOW,443.31998,2533.099979999999,2726.8199750000003,16054.569735,0.293714,0.0,0.0,0.293714,False,4,MEDIUM,limited flood evidence,"Low flood risk in Bilaspur, Chhattisgarh. Probability: 29.4%."
Uttar Pradesh,Jalaun,0.2871753099661215,LOW,95.285,318.79498999999976,343.4649880000002,2668.8799508,0.287175,0.0,0.0,0.287175,False,4,MEDIUM,limited flood evidence,"Low flood risk in Jalaun, Uttar Pradesh. Probability: 28.7%."
Bihar,Supaul,0.2869972016068098,LOW,0.215,73.1949950000001,168.5899950000001,3240.93999077,0.286997,0.0,0.0,0.286997,False,4,MEDIUM,limited flood evidence,"Low flood risk in Supaul, Bihar. Probability: 28.7%."
Maharashtra,Washim,0.2850228087912154,LOW,138.14499,344.24999,390.0249909799999,2127.79988128,0.285023,0.0,0.0,0.285023,False,4,MEDIUM,limited flood evidence,"Low flood risk in Washim, Maharashtra. Probability: 28.5%."
Orissa,Mayurbhanj,0.272651881167795,LOW,614.755,3221.73995,3586.96494,20718.739571,0.272652,0.0,0.0,0.272652,False,4,MEDIUM,limited flood evidence,"Low flood risk in Mayurbhanj, Orissa. Probability: 27.3%."
Tamil Nadu,Tiruchchirappalli,0.2725568660383757,LOW,110.77,152.7700000000003,265.92000899999977,2472.89499541,0.272557,0.0,0.0,0.272557,False,4,MEDIUM,limited flood evidence,"Low flood risk in Tiruchchirappalli, Tamil Nadu. Probability: 27.3%."
Uttar Pradesh,Bahraich,0.260467800199594,LOW,36.074997,291.81498299999964,336.65498292,1817.14497812,0.260468,0.0,0.0,0.260468,False,4,MEDIUM,limited flood evidence,"Low flood risk in Bahraich, Uttar Pradesh. Probability: 26.0%."
Andhra Pradesh,Warangal,0.2583445149204942,LOW,1329.145,2438.86496,3182.1099198,5795.354771,0.258345,0.0,0.0,0.258345,False,4,MEDIUM,limited flood evidence,"Low flood risk in Warangal, Andhra Pradesh. Probability: 25.8%."
Orissa,Angul,0.2575650611252645,LOW,0.0,1.1499999999997723,352.68497990000003,6855.1098038,0.257565,0.0,0.0,0.257565,False,4,MEDIUM,limited flood evidence,"Low flood risk in Angul, Orissa. Probability: 25.8%."
Madhya Pradesh,Chhindwara,0.2564180533809035,LOW,480.09998,2500.11498,2713.6749780000005,11916.029859,0.256418,0.0,0.0,0.256418,False,4,MEDIUM,limited flood evidence,"Low flood risk in Chhindwara, Madhya Pradesh. Probability: 25.6%."
Madhya Pradesh,Sagar,0.2553092447507286,LOW,63.574997,182.464987,221.55498705000048,2074.26996365,0.255309,0.0,0.0,0.255309,False,4,MEDIUM,limited flood evidence,"Low flood risk in Sagar, Madhya Pradesh. Probability: 25.5%."
Jammu and Kashmir,Baramula (Kashmir North),0.2441999592177619,LOW,2.315,30.25000100000023,127.1650008,4332.0448928000005,0.2442,0.0,0.0,0.2442,False,4,MEDIUM,limited flood evidence,"Low flood risk in Baramula (Kashmir North), Jammu and Kashmir. Probability: 24.4%."
Rajasthan,Banswara,0.2385184235757867,LOW,0.0,5.59,39.235,4202.01494138,0.238518,0.0,0.0,0.238518,False,4,MEDIUM,limited flood evidence,"Low flood risk in Banswara, Rajasthan. Probability: 23.9%."
Maharashtra,Bhandara,0.233761136708128,LOW,0.0,6.759999799999772,178.0899998000007,6681.1799096,0.233761,0.0,0.0,0.233761,False,4,MEDIUM,limited flood evidence,"Low flood risk in Bhandara, Maharashtra. Probability: 23.4%."
Orissa,Boudh,0.2291842408854955,LOW,0.089999996,29.169998696000228,142.02000759600182,6911.124988526001,0.229184,0.0,0.0,0.229184,False,4,MEDIUM,limited flood evidence,"Low flood risk in Boudh, Orissa. Probability: 22.9%."
Tripura,North Tripura,0.2273327038531848,LOW,0.275,180.5050199999997,207.99001929,1796.4350240299998,0.227333,0.0,0.0,0.227333,False,4,MEDIUM,limited flood evidence,"Low flood risk in North Tripura, Tripura. Probability: 22.7%."
Chhattisgarh,Raigarh,0.2243504597874864,LOW,290.755,2019.1900000000005,2174.56,12107.01977,0.22435,0.0,0.0,0.22435,False,4,MEDIUM,limited flood evidence,"Low flood risk in Raigarh, Chhattisgarh. Probability: 22.4%."
Andhra Pradesh,Rangareddi,0.2191053163618744,LOW,0.99499995,16.114999749998923,375.19998975,2753.95998123,0.219105,0.0,0.0,0.219105,False,4,MEDIUM,limited flood evidence,"Low flood risk in Rangareddi, Andhra Pradesh. Probability: 21.9%."
Orissa,Dhenkanal,0.2190983875115814,LOW,0.0,0.9200000000002272,253.5549999999997,6231.644899894,0.219098,0.0,0.0,0.219098,False,4,MEDIUM,limited flood evidence,"Low flood risk in Dhenkanal, Orissa. Probability: 21.9%."
Punjab,Firozpur,0.2185982653225901,LOW,19.999998,284.52999799999947,369.5399975999999,2745.4899431,0.218598,0.0,0.0,0.218598,False,4,MEDIUM,limited flood evidence,"Low flood risk in Firozpur, Punjab. Probability: 21.9%."
Madhya Pradesh,Ratlam,0.21049004187542,LOW,0.0,5.514999999999091,18.959999,3889.164879996,0.21049,0.0,0.0,0.21049,False,4,MEDIUM,limited flood evidence,"Low flood risk in Ratlam, Madhya Pradesh. Probability: 21.0%."
Tamil Nadu,Thoothukudi,0.2097812227768178,LOW,34.085003,44.18500289999946,47.83000289999909,2799.429988399,0.209781,0.0,0.0,0.209781,False,4,MEDIUM,limited flood evidence,"Low flood risk in Thoothukudi, Tamil Nadu. Probability: 21.0%."
Chhattisgarh,Mahasamund,0.2026613236057276,LOW,0.0,0.1550000000001136,129.77000000000024,2298.5199398000004,0.202661,0.0,0.0,0.202661,False,4,MEDIUM,limited flood evidence,"Low flood risk in Mahasamund, Chhattisgarh. Probability: 20.3%."
Madhya Pradesh,Raisen,0.2017609672705352,LOW,0.0,55.66999700000182,107.349999,9882.024722857,0.201761,0.0,0.0,0.201761,False,4,MEDIUM,limited flood evidence,"Low flood risk in Raisen, Madhya Pradesh. Probability: 20.2%."
Maharashtra,Hingoli,0.1994643123065576,LOW,0.16,2.859999899999318,204.3699969,2018.774996547,0.199464,0.0,0.0,0.199464,False,4,MEDIUM,limited flood evidence,"Low flood risk in Hingoli, Maharashtra. Probability: 19.9%."
Maharashtra,Gondiya,0.1920233747847385,LOW,0.0,4.7599997600006825,107.37499976,7292.25984523,0.192023,0.0,0.0,0.192023,False,4,MEDIUM,limited flood evidence,"Low flood risk in Gondiya, Maharashtra. Probability: 19.2%."
